,"('Date', '')","('Close', 'AAPL')","('Close', 'AMD')","('Close', 'AMZN')","('Close', 'ASML')","('Close', 'GOOG')","('Close', 'GOOGL')","('Close', 'META')","('Close', 'MSFT')","('Close', 'NFLX')","('Close', 'NVDA')","('Close', 'TSLA')","('High', 'AAPL')","('High', 'AMD')","('High', 'AMZN')","('High', 'ASML')","('High', 'GOOG')","('High', 'GOOGL')","('High', 'META')","('High', 'MSFT')","('High', 'NFLX')","('High', 'NVDA')","('High', 'TSLA')","('Low', 'AAPL')","('Low', 'AMD')","('Low', 'AMZN')","('Low', 'ASML')","('Low', 'GOOG')","('Low', 'GOOGL')","('Low', 'META')","('Low', 'MSFT')","('Low', 'NFLX')","('Low', 'NVDA')","('Low', 'TSLA')","('Open', 'AAPL')","('Open', 'AMD')","('Open', 'AMZN')","('Open', 'ASML')","('Open', 'GOOG')","('Open', 'GOOGL')","('Open', 'META')","('Open', 'MSFT')","('Open', 'NFLX')","('Open', 'NVDA')","('Open', 'TSLA')","('Volume', 'AAPL')","('Volume', 'AMD')","('Volume', 'AMZN')","('Volume', 'ASML')","('Volume', 'GOOG')","('Volume', 'GOOGL')","('Volume', 'META')","('Volume', 'MSFT')","('Volume', 'NFLX')","('Volume', 'NVDA')","('Volume', 'TSLA')"
10,2020-01-16,76.32099151611328,49.77000045776367,93.89700317382812,287.8114929199219,72.32512664794922,72.24610900878906,220.92608642578125,158.62109375,338.6199951171875,6.197270393371582,34.232666015625,76.43236486391163,50.310001373291016,94.27950286865234,289.5895385158673,72.33957820087372,72.27301191223528,221.78281441202114,158.68792072514867,343.55999755859375,6.203245387616113,34.297332763671875,75.55836410557868,48.9900016784668,93.3010025024414,286.34892067176816,71.78805494305209,71.73994064880996,219.55133297790888,156.57831197500565,335.8500061035156,6.143744739613969,32.81133270263672,75.92152071901803,49.16999816894531,94.14949798583984,289.21671168169144,72.11289179547897,72.0114554841839,221.72304516658733,156.8837817489415,343.5,6.167146602552317,32.91666793823242,108829200,58898900,53190000,547500,23474000,26080000,10015300,23865400,5016000,284192000,326050500
11,2020-01-17,77.16593933105469,50.93000030517578,93.23600006103516,286.8173828125,73.75448608398438,73.70880126953125,221.29466247558594,159.50889587402344,339.6700134277344,6.205982208251953,34.03333282470703,77.16835535095495,51.04999923706055,94.33200073242188,287.78285273774287,73.79957401298498,73.76011367358568,221.44408558167717,159.86208265119686,341.57000732421875,6.2239071863079785,34.37799835205078,76.26288724448004,49.900001525878906,92.86250305175781,286.0812976892569,72.64995725776873,72.56445103890334,219.6907886004074,157.91474872726818,337.3800048828125,6.1584315611473315,33.54399871826172,76.57035717765905,50.20000076293945,94.29450225830078,287.63946900356643,72.88361474988854,72.86286877720866,221.18508046421138,159.8143511653507,341.0,6.216438326739693,33.840667724609375,137816400,57722500,79946000,743900,47924000,52424000,15905900,34371700,6066500,253792000,204436500
12,2020-01-21,76.64300537109375,51.04999923706055,94.5999984741211,285.2496032714844,73.95427703857422,73.84481048583984,220.5973358154297,158.93614196777344,338.1099853515625,6.172621726989746,36.47999954223633,77.23615682397768,51.810001373291016,94.7135009765625,287.9740105334737,74.32544097270726,74.22493276033909,221.52378950195134,160.54937000352857,341.0,6.206230879402361,36.571998596191406,76.50500406521856,50.70000076293945,93.0,284.36059507028443,73.29663633699343,73.24497990845329,218.28615703493648,158.86931497665745,332.5899963378906,6.138514460717359,35.227333068847656,76.79310894375465,50.959999084472656,93.25,284.97237530876197,73.69122227835783,73.682891350434,221.31459714725702,159.1079578324649,340.0,6.169385174017193,35.349998474121094,110843200,49095000,74156000,573000,40734000,48930000,14275800,29517200,14350300,217916000,267052500
13,2020-01-22,76.91658782958984,51.43000030517578,94.37300109863281,283.1943664550781,74.03150177001953,73.92550659179688,220.47779846191406,158.17247009277344,326.0,6.226645469665527,37.97066879272461,77.47100170840719,51.880001068115234,95.125,288.36595315418606,74.8916086900579,74.75799134476836,221.90234945838608,159.88116096936955,336.29998779296875,6.31328214916235,39.633331298828125,76.82216354627624,51.20000076293945,94.16699981689453,282.96495250611866,73.98068186600193,73.8652316275804,220.43794216509443,158.1533745873671,323.6000061035156,6.199011307255704,37.27333450317383,77.12963354237134,51.630001068115234,94.80449676513672,287.31442393365666,74.28310020582609,74.21745513521142,221.46402139771055,159.79523847784247,332.54998779296875,6.2179320378107565,38.125999450683594,101832400,40772200,64326000,1108600,32216000,28458000,12212800,24138800,21730000,239240000,470535000
14,2020-01-23,77.2869873046875,51.709999084472656,94.22899627685547,281.34942626953125,74.06637573242188,73.96636199951172,218.92372131347656,159.14610290527344,349.6000061035156,6.295109272003174,38.14666748046875,77.3668785027068,51.75,94.4990005493164,284.0069114629302,74.50829225732234,74.4052768729522,220.64714892772494,159.22247034495925,349.8800048828125,6.303573885569527,38.79999923706055,76.42024944843635,50.7400016784668,93.63800048828125,278.71104918087656,73.83969690461086,73.74865298533626,218.43559568461785,157.7619776542677,325.010009765625,6.17785115411572,37.040000915527344,76.96983114393875,51.34000015258789,94.25550079345703,283.84439046822763,74.11570563092833,74.10885083507527,219.9099594464481,158.6401813622548,326.0400085449219,6.266728646869447,37.616668701171875,104472000,40135400,49692000,713000,27024000,26650000,11195000,19680800,18200300,244516000,294765000
15,2020-01-24,77.06423950195312,50.349998474121094,93.08200073242188,282.7928771972656,73.07294464111328,73.04371643066406,217.1106414794922,157.54246520996094,353.1600036621094,6.23585844039917,37.654666900634766,78.27960074920887,52.810001373291016,94.74949645996094,286.13863359491415,74.50703893637343,74.44015119797305,220.93602488253438,159.91935335669822,359.8500061035156,6.460417163734499,38.25733184814453,76.87297498565957,49.470001220703125,92.37200164794922,281.5119339628876,73.00020034197286,72.89475082044622,215.28760363881057,156.97927155195472,345.8800048828125,6.181585856125672,36.95066833496094,77.53392255911625,52.279998779296875,94.56849670410156,283.8061902594197,74.41212697328763,74.37140017843792,219.95975848504102,159.90025784938828,348.4599914550781,6.41062570617511,38.04199981689453,146537600,80004900,75324000,977800,35692000,29786000,11905800,24918100,17939700,373512000,215304000
16,2020-01-27,74.79816436767578,49.2599983215332,91.41699981689453,271.75189208984375,71.43831634521484,71.32793426513672,214.0523223876953,154.9078826904297,342.8800048828125,5.979931354522705,37.201332092285156,75.48089322464955,49.790000915527344,92.05000305175781,275.9006265120653,71.64607358067836,71.56955866813779,215.23779635808896,155.95791730790526,351.8999938964844,6.030967384834202,37.62933349609375,73.81279759380895,47.900001525878906,90.76699829101562,271.2643582521203,70.80558765170744,70.71863939255725,211.69134612107044,152.9223719554986,341.0199890136719,5.781512932748204,35.95199966430664,75.06689673049003,48.45000076293945,91.0,274.5049763008082,71.29383882097378,71.31846997752507,212.28906894334847,153.82921208935088,345.95001220703125,5.931135650144736,36.132667541503906,161940000,48878600,70570000,889100,35104000,34132000,13810700,32078100,7709500,470536000,204121500
17,2020-01-28,76.91414642333984,50.529998779296875,92.6624984741211,277.3918762207031,72.36798095703125,72.2630386352539,216.9612274169922,157.94338989257812,348.5199890136719,6.173370361328125,37.793331146240234,77.08603847633346,50.849998474121094,92.90550231933594,277.46836698933544,72.53936985821755,72.47725839870864,217.90762450066273,158.229749659442,352.3999938964844,6.205734475431908,38.45399856567383,75.58257224071698,49.47999954223633,91.5009994506836,272.59311611919054,71.36707585576754,71.25967218463677,212.7074871808823,155.66196483440646,342.7799987792969,5.992627631927192,37.2053337097168,75.68183593003438,50.029998779296875,92.0250015258789,273.6159686477126,71.89169541978912,71.82661717961386,215.3175123150707,156.33970237012244,345.8800048828125,6.045904461515001,37.89933395385742,162234000,62343800,56160000,1636100,31548000,29724000,13413800,24899900,6821600,310976000,176827500
18,2020-01-29,78.52416229248047,47.5099983215332,92.9000015258789,283.0893249511719,72.6703872680664,72.5719223022461,222.38050842285156,160.4062042236328,343.1600036621094,6.11287260055542,38.732666015625,79.37395133976464,48.06999969482422,93.73750305175781,285.1445700740826,73.0091663200214,72.94258029676281,223.34681836667303,161.08395646414144,349.3999938964844,6.195028152465774,39.31999969482422,77.80753513570895,46.099998474121094,92.7509994506836,280.7663912326724,72.07801046020607,72.00846650513019,217.6186996196204,158.16296971742204,338.54998779296875,6.073039159621953,37.82866668701172,78.5507976259598,47.84000015258789,93.19999694824219,283.02240280227466,72.67885598415737,72.65960189593662,220.59732684034796,160.2152928179818,349.0,6.158929378559876,38.37933349609375,216229200,112349900,41760000,965500,21554000,21566000,33181300,34754500,7643500,258848000,267022500
19,2020-01-30,78.4103775024414,48.779998779296875,93.53399658203125,281.4067687988281,72.53137969970703,72.44985961914062,208.73265075683594,164.93087768554688,347.739990234375,6.119595527648926,42.72066879272461,78.46364078408652,48.810001373291016,93.64350128173828,281.71267349889837,72.60312051643608,72.49967445504653,210.62541439328655,166.14318767976638,348.20001220703125,6.133039382498208,43.391998291015625,77.17080373518314,46.130001068115234,92.53050231933594,277.73599991601867,71.56285966866811,71.49083470637075,203.97084184341145,163.03127498323494,339.25,5.960014805287777,41.20000076293945,77.60417282727558,46.4900016784668,92.9000015258789,277.9749824930714,71.74022376690966,71.64527362080143,205.7440669935625,166.14318767976638,341.1000061035156,6.015033847736981,42.16133117675781,126743200,70460200,126548000,794100,26788000,27110000,48775500,51597500,5328100,290504000,435085500
20,2020-01-31,74.93376159667969,47.0,100.43599700927734,268.29144287109375,71.45475769042969,71.38024139404297,201.14166259765625,162.49671936035156,345.0899963378906,5.886074542999268,43.371334075927734,78.12227353000715,48.58000183105469,102.78600311279297,275.5469514662214,73.24332933521633,73.21807678829367,207.89586101350113,164.56813798410553,347.3900146484375,6.0857375351322744,43.53333282470703,74.63839382912653,46.790000915527344,100.1135025024414,267.82304628712063,71.17077440981794,71.09527131841374,200.29489107678893,161.87625364670603,340.9800109863281,5.844250061046363,42.167999267578125,77.69859068080466,48.400001525878906,102.57350158691406,275.30796885436865,73.18204897262366,73.12790379399927,207.63684067968467,164.38678161524783,347.3900146484375,6.073787547475294,42.66666793823242,199588400,60322400,311346000,1272600,48344000,43822000,31359900,36142700,5230000,370420000,235789500
21,2020-02-03,74.72794342041016,48.02000045776367,100.20999908447266,275.46087646484375,74.03099822998047,73.86224365234375,203.41297912597656,166.4581756591797,358.0,5.9831671714782715,52.0,75.89730439692568,48.099998474121094,102.42500305175781,276.1204707001892,74.23327436658063,74.04658061144849,204.35936096197258,166.57271957325094,359.6300048828125,6.002585543127391,52.409332275390625,73.16879052609627,46.22999954223633,100.01249694824219,270.8341773519255,72.68832651582746,72.56743786363523,201.72940780893686,162.65897076563186,346.2799987792969,5.861676276932812,44.90133285522461,73.67236441660148,46.400001525878906,100.52999877929688,271.1305134086544,72.83828513994706,72.818526558395,202.66583317112864,162.6876067441497,347.239990234375,5.867900089648736,44.91266632080078,173788400,46983500,117834000,823200,60736000,71636000,15495600,30107000,6670600,255564000,705975000
22,2020-02-04,77.19500732421875,49.45000076293945,102.4834976196289,286.04302978515625,72.09445190429688,72.00946044921875,209.03152465820312,171.93740844726562,369.010009765625,6.1524577140808105,59.137332916259766,77.3862719133486,49.75,102.98999786376953,286.0717065268094,73.21193469355039,73.10199650551328,209.7985987927944,172.43378968983822,369.57000732421875,6.171627743057658,64.59933471679688,75.93122176752728,48.61000061035156,100.76850128173828,281.26337835844447,71.05967213118852,70.84468413309284,204.4191385771676,168.30049347850374,356.1000061035156,6.075032563978959,55.59199905395508,76.33795548064964,49.209999084472656,101.49400329589844,281.91340395103475,72.59266174583459,72.46182298123878,205.83373315218685,169.0927895461623,361.0,6.125072840257428,58.86399841308594,136616400,46302100,105786000,795300,78660000,95880000,19628900,36433300,7161500,271544000,914082000
23,2020-02-05,77.82447814941406,49.84000015258789,101.99349975585938,292.820556640625,72.15225219726562,72.04134368896484,209.31044006347656,171.72740173339844,369.6700134277344,6.242827415466309,48.97999954223633,78.62584328517734,50.41999816894531,103.5510025024414,293.8051636159495,72.92996017106478,72.96449562114519,211.92046495210462,175.8320619700683,375.25,6.283656133161831,56.39866638183594,77.21921702642419,49.310001373291016,101.5999984741211,289.69464610108633,71.27191614536156,71.22580336725193,207.91577375674157,170.30509956420224,362.29998779296875,6.159426818954342,46.94066619873047,78.32562874403418,50.290000915527344,103.5510025024414,293.8051636159495,72.85921521589113,72.91617074068874,211.7013009323716,175.66978656794012,375.1300048828125,6.27344883502635,54.88399887084961,118826800,42737100,87524000,1042000,39724000,36376000,12538200,39186300,6437000,208220000,726357000
24,2020-02-06,78.73479461669922,49.31999969482422,102.5114974975586,295.908203125,73.54723358154297,73.53194427490234,210.0476531982422,175.28794860839844,366.95001220703125,6.329713344573975,49.930667877197266,78.73721802576215,49.38999938964844,102.81500244140625,295.9655566073307,73.83469859858627,73.81043759584276,210.38635573939771,175.4693195025829,371.54998779296875,6.329713344573975,53.05533218383789,77.53638189287197,47.630001068115234,101.23999786376953,293.1073344380346,72.21900593271481,72.26204969986705,208.54338951128622,171.88012176235213,362.510009765625,6.196024131273498,45.79999923706055,78.0956426416798,48.79999923706055,102.0510025024414,293.97723448361967,72.25687188844265,72.33677576359966,209.66909435770106,172.74878522102316,369.6000061035156,6.277183933217403,46.66133117675781,105425600,48670600,63660000,698000,33588000,37822000,10567500,27751400,3920400,218284000,598212000
25,2020-02-07,77.6645736694336,49.72999954223633,103.96399688720703,291.53009033203125,73.69670104980469,73.68836975097656,211.52200317382812,175.53611755371094,366.7699890136719,6.263491630554199,49.871334075927734,78.48240085764334,50.66999816894531,104.92649841308594,292.16100788609907,74.02601552536632,73.99426007334321,212.01014400454648,177.19707687616415,371.79998779296875,6.311789213380991,51.31666564941406,77.1719355094332,48.63999938964844,101.90499877929688,289.83810405476777,73.05500192940411,73.0058464103526,209.1311269915593,174.19016851132312,363.57000732421875,6.238097791730746,48.66666793823242,78.23244174012544,48.90999984741211,102.09950256347656,291.243322885946,73.10233247546581,73.10448784833639,209.4997293334174,174.5433698005128,365.0400085449219,6.289631928007941,48.70333480834961,117684000,53107600,101906000,1775900,23446000,28360000,12242500,33529100,4385200,189752000,255952500
26,2020-02-10,78.03343200683594,52.2599983215332,106.69550323486328,296.03253173828125,75.16392517089844,75.1605453491211,212.2492218017578,180.12765502929688,371.07000732421875,6.546804428100586,51.41866683959961,78.03343200683594,52.29999923706055,106.77999877929688,296.0516690176029,75.20477874534971,75.1715071998613,212.98641128759692,180.2612944684635,374.79998779296875,6.5475508867773335,54.66600036621094,76.16480809009461,49.349998474121094,104.24800109863281,290.60285383904795,73.45208133976502,73.49359145462412,209.85836081098134,174.92524280841616,362.5199890136719,6.2811677060194615,50.15999984741211,76.24488890405078,49.470001220703125,104.25050354003906,290.64109922500927,73.45208133976502,73.59472631055179,210.71508878614222,175.24025317908172,365.0,6.286146946276699,53.33333206176758,109348800,60971700,101124000,373000,28398000,38302000,11856400,35844300,5294100,529608000,370338000
27,2020-02-11,77.56263732910156,53.79999923706055,107.54000091552734,302.0835876464844,75.1694107055664,75.23027801513672,206.4015655517578,176.06114196777344,373.69000244140625,6.669290065765381,51.62533187866211,78.60373238920275,54.47999954223633,109.29750061035156,302.3321097234334,76.20767995883487,76.21770340309827,210.05759797956097,182.03675336983713,378.1099853515625,6.78405902773847,52.23400115966797,77.34422769426291,52.90999984741211,106.80000305175781,299.2157963267993,75.0123745430737,75.00061132161902,205.72414530643192,175.1638425690757,369.7200012207031,6.593109500399379,50.53333282470703,78.53093164624849,53.220001220703125,107.54499816894531,299.2444730730889,75.31987106902943,75.39019785597917,209.3901494088886,181.98902188925905,373.75,6.6550997545095365,51.25266647338867,94323200,74719100,114920000,789900,26892000,34852000,25030800,53159900,4772900,638556000,175462500
28,2020-02-12,79.40458679199219,53.88999938964844,108.0,303.4505310058594,75.64170837402344,75.65724182128906,209.9579620361328,176.3188934326172,380.010009765625,6.7850542068481445,51.15266799926758,79.40943770675925,54.849998474121094,109.01249694824219,303.7086216968069,75.76252822139317,75.74043633057408,210.41621822650941,177.40710426901245,380.6199951171875,6.791527313081513,52.650001525878906,78.0140331926388,53.529998779296875,107.7645034790039,301.35704121680385,75.13553152149302,75.16103948219266,206.61074767393708,173.58881858824256,375.8800048828125,6.6832309922027475,50.891334533691406,78.0140331926388,54.529998779296875,108.16000366210938,301.7202994154789,75.45288792672153,75.51923806383654,207.05904739087694,177.1493659071914,377.17999267578125,6.722068205063732,51.858001708984375,113730400,45994900,66686000,656100,23352000,31042000,13813700,47062900,4624800,374644000,180337500
29,2020-02-13,78.83911895751953,54.529998779296875,107.49349975585938,303.2689208984375,75.46186065673828,75.39618682861328,212.32891845703125,175.3643035888672,381.3999938964844,6.741239547729492,53.599998474121094,79.16673706133996,55.029998779296875,108.51399993896484,304.33955828409853,76.08561888964451,76.02191687395778,213.51439247443096,177.76981282779755,385.3699951171875,6.80845787342823,54.53333282470703,78.4702495744921,53.34000015258789,107.0999984741211,300.18125518901644,74.96066315107382,74.92837735428414,208.38398111516298,174.562452610288,376.510009765625,6.699663884574611,49.0,78.6740990287421,53.43000030517578,107.24949645996094,301.07029263664646,75.36371020707828,75.22729680616945,208.72269883493678,174.7629189963334,376.9599914550781,6.727049233899253,49.45600128173828,94747600,51640000,60636000,742200,18590000,22914000,15396600,35295800,4485400,528016000,394339500
30,2020-02-14,78.85855102539062,55.310001373291016,106.74349975585938,302.36077880859375,75.76477813720703,75.66221618652344,213.36495971679688,176.9298095703125,380.3999938964844,7.214506149291992,53.33533477783203,79.10851012138082,55.400001525878906,107.9520034790039,305.15210845834133,75.76477813720703,75.72797967828164,214.112105693358,176.98708152211782,385.1499938964844,7.343465452290033,54.198001861572266,78.34892359887368,54.560001373291016,106.29450225830078,300.64968436886784,75.09717106498607,75.00559231326048,211.8407831406701,174.35245521424756,379.42999267578125,7.120151764035933,52.366668701171875,78.80758309855572,55.189998626708984,107.78399658203125,303.38363135480836,75.50869446698948,75.45297562350825,213.18565197876964,174.92520386350716,381.4700012207031,7.151520127640348,52.4813346862793,80113600,52365400,52124000,661400,23956000,23198000,10741700,23149500,3736300,1041924000,235405500
