Date,AAPL_Close,GOOG_Close,MSFT_Close,AAPL_High,GOOG_High,MSFT_High,AAPL_Low,GOOG_Low,MSFT_Low,AAPL_Open,GOOG_Open,MSFT_Open,AAPL_Volume,GOOG_Volume,MSFT_Volume
2015-07-06,28.219823837280273,25.988521575927734,38.490142822265625,28.271336965967965,26.107316561905265,38.56818109157773,27.96226161130483,25.796663113506003,38.10862423212167,27.98241951687184,25.821515010162308,38.11729368085083,112241600,25610000,23034000
2015-07-07,28.150394439697266,26.09588050842285,38.412109375,28.25341898753942,26.153538343714754,38.576858690722524,27.720376781172924,25.60678908957609,37.56236106231065,28.19518712702638,26.001939324906875,38.44679378964557,187787200,31944000,36435800
2015-07-08,27.451616287231445,25.688798904418945,38.360084533691406,27.9152275908007,25.98225487913984,38.93236412181075,27.444897555238352,25.653012330361424,38.17799301789475,27.879393783927053,25.89855252077547,38.53349998464029,243046400,25934000,39785900
2015-07-09,26.891698837280273,25.88016700744629,38.602874755859375,27.785326064619287,26.033753135506437,39.20983885071363,26.701327362004943,25.86376403475613,38.585532546556315,27.73829323252054,26.00144585869825,38.80230520131225,314380000,36846000,32424700
2015-07-10,27.610631942749023,26.349870681762695,38.680912017822266,27.738292974036394,26.470652741273135,39.14046897525433,27.147020649260007,26.12222377466638,38.64622760013619,27.31051719537329,26.159005790214692,39.027746271618646,245418000,39134000,25465800
2015-07-13,28.1436710357666,27.1660213470459,39.4873161315918,28.16606737571348,27.19385577385191,39.55668167613066,27.843554612538554,26.462703401648398,38.975732423323095,28.00257084751197,26.48655985655802,39.001744089064054,165762000,44130000,28178300
2015-07-14,28.132476806640625,27.889223098754883,39.556671142578125,28.30269209496647,28.12526965301864,39.851482070663124,28.004815767579114,27.173975039183617,39.287875180995485,28.228782622685728,27.176458901488708,39.40926733237965,127072400,64882000,22880300
2015-07-15,28.403474807739258,27.845483779907227,39.67806625366211,28.477384275626225,28.15777733728029,39.790788963079166,28.125756402361706,27.674997909950644,39.39192806229672,28.157111623514105,27.841010931470063,39.60870072242044,134596800,35692000,26629600
2015-07-16,28.78197479248047,28.821182250976562,40.45844650268555,28.79541567234173,28.86243711652743,40.48445816173607,28.522174169960014,28.08306941518721,39.8601551907069,28.60952109301468,28.089034476636932,39.89483630021157,144889600,95366000,26271700
2015-07-17,29.030580520629883,33.44768142700195,40.423763275146484,29.030580520629883,33.524127501852504,40.562497640312316,28.737184508909607,32.05943375273292,40.11161012660133,28.909639931490798,32.25825270497954,40.36306719711695,184658800,223298000,29467100
2015-07-20,29.579301834106445,32.955108642578125,40.68387985229492,29.78087062063352,33.246376550357425,40.86597134956436,29.272464943218825,32.45756641645106,40.267676858527025,29.33293694616204,32.76722628018195,40.449768355796465,235600800,117218000,30631900
2015-07-21,29.283658981323242,32.9193229675293,40.99604034423828,29.76966652525816,33.45116146584924,41.03939751809879,29.187354898095368,32.521685076830515,40.302368562413804,29.75399062640201,32.566917913240275,40.562495067136986,307025600,67544000,42781900
2015-07-22,28.045127868652344,32.90938186645508,39.4873161315918,28.107838310210372,33.73149478391259,40.69257182369375,27.321714226436196,32.755298976038254,39.192505125001546,27.321714226436196,32.84923826924079,39.40060506630706,461802400,78586000,59152400
2015-07-23,28.03168296813965,32.02364730834961,39.98155212402344,28.463937212589705,32.98542911142849,40.085602080355486,28.00928492318435,31.860614932557226,39.10578867747063,28.264606915350225,32.8681263462539,39.25319581432213,203998000,60582000,33934000
2015-07-24,27.88387107849121,30.99376678466797,39.834136962890625,28.161589476651486,32.21699685266095,40.16363228387103,27.749491318654393,30.942074010352293,39.712744820342,28.067523815638847,32.15884034846807,39.80812530596958,168649200,72514000,32333200
2015-07-27,27.49640655517578,31.177677154541016,39.32255554199219,27.684539578096555,31.527596476499266,39.89483517883449,27.350829484842556,30.841673149944832,39.23584780913559,27.568075871352438,30.866525045934008,39.83413910429727,177822000,53508000,39701400
2015-07-28,27.63302993774414,31.214458465576172,39.31388854980469,27.751733806155517,31.45453230263122,39.57401507232636,27.447138746844526,30.98134513158416,38.83698937390026,27.63302993774414,31.45453230263122,39.52199175243494,134472400,34546000,34328900
2015-07-29,27.54567527770996,31.409793853759766,40.13762283325195,27.65989882010813,31.480870231395418,40.56249535552671,27.38441891402573,30.948534973446463,39.2445173068457,27.581510784631355,31.25421876275559,39.36591276375505,148046800,31502000,40945900
2015-07-30,27.406824111938477,31.44260025024414,40.64920425415039,27.451616798547704,31.573323457475563,41.100091718704306,27.259005170411385,30.918715772481974,39.825467603670894,27.395625085920436,31.313866028919914,40.111605753516216,134513200,29484000,39777900
2015-07-31,27.167177200317383,31.09566307067871,40.49312973022461,27.467291932744207,31.4585060480633,41.0740788165391,27.079830273194275,31.09019478156222,40.31971095704382,27.458333054483976,31.38245814935172,41.00471329187957,171540000,34122000,31201500
2015-08-03,26.526630401611328,31.37401008605957,40.58850860595703,27.45161274239848,31.465765103457482,40.75325461469562,26.32057963095237,31.082245361163807,40.27635548818888,27.211968316112014,31.082245361163807,40.73591240729874,279904000,26090000,24125900
2015-08-04,25.675552368164062,31.276588439941406,41.221492767333984,26.360890190742786,31.552945623057266,41.36889659898495,25.364238670408955,31.172706110034774,40.47579423437642,26.298179763674273,31.23533357146458,40.53649031890194,496554400,29818000,33403900
2015-08-05,25.845767974853516,31.998796463012695,41.25618362426758,26.302660432687535,32.20159340652024,41.97586729919065,25.106676882442102,31.47093586720951,41.22149919693202,25.29704831269019,31.529088586621008,41.60301797455602,397250400,46686000,26959700
2015-08-06,25.902013778686523,31.94411849975586,40.423763275146484,26.210237793846506,32.07827360793125,41.4209187988115,25.674784626801127,31.42570041658199,40.17230951231904,26.090998360062645,32.05943417617007,41.36889217149125,211612000,31452000,27368000
2015-08-07,25.98975372314453,31.577299118041992,40.52781295776367,26.15399028837223,31.94411817096755,40.56249406523229,25.760274305536523,31.299451631829687,40.111606591261435,25.778273162417868,31.82234445388052,40.22432928667612,154681600,28078000,19163000
2015-08-10,26.934675216674805,31.499263763427734,41.03940200805664,26.995419217814426,31.981895258421517,41.17813637959991,26.21698661975205,31.375946640236258,40.61452613463069,26.21698661975205,31.785065293764173,40.70990663525824,219806400,36184000,23079900
2015-08-11,25.533048629760742,32.843772888183594,40.241676330566406,26.588208226766525,33.54559859232304,40.70123330971278,25.49705262517203,32.52019579329233,39.79946156108251,26.5049647841773,33.26228281864475,40.59718335942626,388331200,100584000,29237400
2015-08-12,25.9267635345459,32.78313064575195,40.52781295776367,25.967260110690887,33.053522736014,40.666547310701795,24.664622247237084,32.42177611254759,39.63470745976714,25.317066322254924,32.9580893412966,40.050910518581496,404870000,58734000,30181400
2015-08-13,25.906518936157227,32.62854766845703,40.51914978027344,26.187744713326833,33.028669416857255,40.83997242710504,25.769280619581185,32.39051404087482,40.3110498555081,26.10675155218471,32.77129958619966,40.8052913114366,194143200,36214000,22627200
2015-08-14,26.0887508392334,32.6618537902832,40.75326156616211,26.167493707960098,32.797795010165984,40.83996931024879,25.6500393445662,32.44017191592737,40.33705844070689,25.719782783086163,32.556977915002065,40.345727892040195,171718000,21442000,21473400
2015-08-17,26.358732223510742,32.848243713378906,41.03072738647461,26.468972254899292,32.8735942767461,41.14345009188853,25.985263542630705,32.369590189170424,40.38040942919825,26.106753292442306,32.64594735535554,40.588512630909484,163538800,21034000,21099700
2015-08-18,26.21024513244629,32.61264419555664,41.257667541503906,26.421727487934323,33.003820258067655,41.39731679996157,26.100005097049085,32.47993390333689,40.76016685015467,26.194496555960974,32.89944116350404,40.8823595351175,138242800,29122000,23574100
2015-08-19,25.875017166137695,32.84973907470703,40.68159103393555,26.21473660844214,33.15293716815241,41.09181195639244,25.800773162270254,32.51622268877977,40.411019291325815,26.12024517613755,32.636013125453935,40.82996683086731,193146000,42682000,31485500
2015-08-20,25.344066619873047,32.150390625,39.85243606567383,25.72653297873886,32.953618540761276,40.55941215087015,25.114585431380863,31.95505288289362,39.85243606567383,25.66578896794144,32.57934033862162,40.21028741829168,274006400,57106000,36238200
2015-08-21,23.7939510345459,30.443044662475586,37.591854095458984,25.17533191463751,31.813397254705272,39.6953220145656,23.769203028838565,30.435589283021784,37.591854095458984,24.84461012606305,31.799978709335342,39.538216250524485,513102000,85304000,70053100
2015-08-24,23.200000762939453,29.306299209594727,36.378662109375,24.477890676668554,29.789427499767257,37.26019731573462,20.698215800437183,28.085556711751952,34.66795808090452,21.343910759095902,28.4807069769955,35.30510794876851,648825200,115406000,88753700
2015-08-25,23.339488983154297,28.9310302734375,35.32256317138672,24.997596766572155,30.690073085164464,37.740243260412115,23.285494115092074,28.883810345394824,35.252736889053665,24.997596766572155,30.563824623520006,37.15545979912419,414406400,70760000,70616600
2015-08-26,24.67812156677246,31.245271682739258,37.27764892578125,24.723116998369253,31.398859686578646,37.391114959053496,23.634211762242547,29.77550788317452,35.837516949095416,24.093170657220032,30.337169787811582,36.66668233135389,387098400,84718000,63408000
2015-08-27,25.40481185913086,31.692119598388672,38.31629943847656,25.476805590744505,31.98935260144413,38.359939203221856,24.75236770087008,30.91623114658713,37.46967401851527,25.249576394490592,31.781089273452597,37.73151593648765,338464400,69826000,50943200
2015-08-28,25.488048553466797,31.332752227783203,38.34247970581055,25.492547409546454,31.655832549807425,38.53449865143913,25.0943325625752,31.043473289027908,37.87116229172241,25.236069701368596,31.45403296371262,37.87989224170574,212657600,39574000,28246700
2015-08-31,25.36881446838379,30.72983741760254,37.98462677001953,25.76702939918314,31.602152772642995,38.34247812608347,25.197828721449227,30.70150621940791,37.61804546433195,25.20457786522222,31.191593096811065,38.01953990951363,224917200,43534000,34441700
2015-09-01,24.234901428222656,29.712881088256836,36.50083541870117,25.17081948106487,30.461928603205873,37.172898072604895,24.153908305245476,29.52947156602164,36.36118625227305,24.781604150086046,29.940031234164312,36.806316929794335,307383600,74042000,49688900
2015-09-02,25.274322509765625,30.535493850708008,37.844974517822266,25.274322509765625,30.535493850708008,37.86243108617458,24.552134911744044,29.808317521599598,36.55321842525084,24.799614971644914,30.100579016214606,36.97216607720644,247555200,51512000,37671500
2015-09-03,24.831106185913086,30.13338279724121,37.9671630859375,25.373308468297505,30.802406359735883,38.38611069286306,24.756862185690675,29.96294623565603,37.775144184200926,25.308063896871648,30.66770707760378,37.88861020154523,212935600,35192000,28285200
2015-09-04,24.58363151550293,29.857521057128906,37.190364837646484,24.849108714933806,29.995202863876884,37.56567269966753,24.412647480691515,29.586632187675768,36.832513542405444,24.516138359592922,29.822728026118007,37.36492717594692,199985200,41780000,37138800
2015-09-08,25.26757049560547,30.5513973236084,38.30756759643555,25.323815645291326,30.63341028299362,38.40357707183521,24.819859584716458,30.02751096215891,37.705330881883754,25.14158190957819,30.443538924509397,37.79261040706501,219374400,45590000,32469800
2015-09-09,24.78160858154297,30.45496940612793,37.591854095458984,25.652282234544153,31.140892678576364,38.75269075981841,24.696114871742864,30.299891084564997,37.452204897366826,25.593788525851412,30.87745918893023,38.58685504805305,340043200,34042000,33469500
2015-09-10,25.32606315612793,30.88391876220703,37.78388977050781,25.485799157752652,31.023589552490673,38.22029412453216,24.72536543527181,30.390851274728927,37.312572269081286,24.808607149145427,30.473857775374263,37.63551055879902,251571200,38106000,31366600
2015-09-11,25.69503402709961,31.103614807128906,37.949710845947266,25.69503402709961,31.10411157957322,38.04572030776119,25.1438322456793,30.688582286760937,37.47839348586076,25.15058138902037,30.804392836861695,37.652955841022425,199662000,27470000,27132500
2015-09-14,25.94251251220703,30.977861404418945,37.565673828125,26.297982273193004,31.108085932505446,37.91479518571366,25.84127192849879,30.78848682932983,37.40856805188518,26.228238836259138,31.100133781680693,37.90606856681134,233453600,34046000,23656000
2015-09-15,26.160743713378906,31.56934928894043,38.3861083984375,26.216988862991936,31.746296994403796,38.65668016839365,25.74227966294069,31.00470478655444,37.60058293096708,26.08200084721381,31.149841988127456,37.696589046597246,173364800,41688000,28882200
2015-09-16,26.189998626708984,31.611101150512695,38.66542434692383,26.219245493656732,31.70901842137892,38.73525064036702,25.971767118772096,31.42918192675567,38.263933148128224,26.15400089834299,31.585752480937337,38.377399210222954,148694000,25730000,23372200
2015-09-17,25.629789352416992,31.95505142211914,38.62178039550781,26.207989421525458,32.35268549421486,39.2763868428893,25.584793919332697,31.563378618811722,38.47340453226162,26.02125682940647,31.701060416455935,38.656693538448295,256450400,45494000,32768200
2015-09-18,25.524049758911133,31.276588439941406,37.949710845947266,25.71528465238944,31.810912744156543,38.394845018084524,25.16858169626885,31.16574750320924,37.81879157670101,25.24507428048749,31.65136155964564,37.96716741441343,297141200,102668000,63143700
