Datetime,Open,High,Low,Close,Volume
2025-05-19 09:30:00-04:00,0.8884000182151794,0.8884000182151794,0.8884000182151794,0.8884000182151794,277093
2025-05-19 09:31:00-04:00,0.8884999752044678,0.8884999752044678,0.8847000002861023,0.8884000182151794,20169
2025-05-19 09:32:00-04:00,0.8866000175476074,0.8883000016212463,0.8866000175476074,0.8866999745368958,10755
2025-05-19 09:33:00-04:00,0.888700008392334,0.8892999887466431,0.8881000280380249,0.8885999917984009,8646
2025-05-19 09:34:00-04:00,0.888700008392334,0.8889999985694885,0.871999979019165,0.8859999775886536,70730
2025-05-19 09:35:00-04:00,0.8830000162124634,0.8859999775886536,0.8830000162124634,0.8859999775886536,11485
2025-05-19 09:36:00-04:00,0.8859000205993652,0.8859000205993652,0.8651999831199646,0.8701000213623047,16660
2025-05-19 09:37:00-04:00,0.871999979019165,0.8723000288009644,0.8651999831199646,0.8658000230789185,33246
2025-05-19 09:38:00-04:00,0.8652999997138977,0.8744000196456909,0.8651999831199646,0.8743000030517578,24331
2025-05-19 09:39:00-04:00,0.8744000196456909,0.8754000067710876,0.8655999898910522,0.8659999966621399,56532
2025-05-19 09:40:00-04:00,0.8659999966621399,0.8662999868392944,0.8658999800682068,0.8658999800682068,89112
2025-05-19 09:41:00-04:00,0.8658999800682068,0.8664000034332275,0.8628000020980835,0.8629000186920166,34319
2025-05-19 09:42:00-04:00,0.8623999953269958,0.8791000247001648,0.8623999953269958,0.8755999803543091,93316
2025-05-19 09:43:00-04:00,0.8687000274658203,0.8791999816894531,0.8687000274658203,0.8791999816894531,14185
2025-05-19 09:44:00-04:00,0.8766999840736389,0.8766999840736389,0.8755000233650208,0.8755000233650208,23956
2025-05-19 09:45:00-04:00,0.8708999752998352,0.8744999766349792,0.8708999752998352,0.8741000294685364,3148
2025-05-19 09:46:00-04:00,0.8751999735832214,0.8751999735832214,0.8704000115394592,0.8718000054359436,21547
2025-05-19 09:47:00-04:00,0.8718000054359436,0.8719000220298767,0.8709999918937683,0.8718000054359436,17381
2025-05-19 09:48:00-04:00,0.8729000091552734,0.8870999813079834,0.8729000091552734,0.8870999813079834,24727
2025-05-19 09:49:00-04:00,0.8809999823570251,0.8812000155448914,0.8729000091552734,0.8729000091552734,28538
2025-05-19 09:50:00-04:00,0.8745999932289124,0.8745999932289124,0.8729000091552734,0.8729000091552734,44575
2025-05-19 09:51:00-04:00,0.8730000257492065,0.8730000257492065,0.8709999918937683,0.8709999918937683,26106
2025-05-19 09:52:00-04:00,0.8715000152587891,0.8715000152587891,0.870199978351593,0.870199978351593,6705
2025-05-19 09:53:00-04:00,0.870199978351593,0.8702999949455261,0.870199978351593,0.870199978351593,19812
2025-05-19 09:54:00-04:00,0.8702999949455261,0.8702999949455261,0.870199978351593,0.870199978351593,3204
2025-05-19 09:55:00-04:00,0.870199978351593,0.8702999949455261,0.8654000163078308,0.8654000163078308,92081
2025-05-19 09:56:00-04:00,0.8639000058174133,0.8777999877929688,0.862500011920929,0.864799976348877,118514
2025-05-19 09:57:00-04:00,0.8652999997138977,0.866100013256073,0.8629999756813049,0.8629999756813049,18178
2025-05-19 09:58:00-04:00,0.8619999885559082,0.8619999885559082,0.8610000014305115,0.8610000014305115,24872
2025-05-19 09:59:00-04:00,0.8611000180244446,0.8611000180244446,0.8550000190734863,0.8579000234603882,56311
2025-05-19 10:00:00-04:00,0.85589998960495,0.8587999939918518,0.8550000190734863,0.8562999963760376,42858
2025-05-19 10:01:00-04:00,0.8565000295639038,0.8604000210762024,0.8565000295639038,0.8601999878883362,16188
2025-05-19 10:02:00-04:00,0.8601999878883362,0.8610000014305115,0.8593000173568726,0.8608999848365784,12361
2025-05-19 10:03:00-04:00,0.8608999848365784,0.8610000014305115,0.8608999848365784,0.8610000014305115,19569
2025-05-19 10:04:00-04:00,0.8694999814033508,0.8708999752998352,0.8694999814033508,0.8708999752998352,7203
2025-05-19 10:05:00-04:00,0.8755000233650208,0.8774999976158142,0.8637999892234802,0.8637999892234802,19183
2025-05-19 10:06:00-04:00,0.8690000176429749,0.8744999766349792,0.8690000176429749,0.8744999766349792,14459
2025-05-19 10:07:00-04:00,0.8738999962806702,0.8738999962806702,0.8693000078201294,0.8707000017166138,10623
2025-05-19 10:08:00-04:00,0.870199978351593,0.870199978351593,0.8669999837875366,0.8671000003814697,6047
2025-05-19 10:09:00-04:00,0.8671000003814697,0.8671000003814697,0.866599977016449,0.8669000267982483,4074
2025-05-19 10:10:00-04:00,0.8747000098228455,0.8747000098228455,0.8684999942779541,0.8684999942779541,9919
2025-05-19 10:11:00-04:00,0.8672000169754028,0.8677999973297119,0.8671000003814697,0.8676000237464905,30796
2025-05-19 10:12:00-04:00,0.8770999908447266,0.8799999952316284,0.8751000165939331,0.8799999952316284,6097
2025-05-19 10:13:00-04:00,0.8799999952316284,0.8823999762535095,0.8773999810218811,0.8812000155448914,23402
2025-05-19 10:14:00-04:00,0.8823999762535095,0.8823999762535095,0.8799999952316284,0.8801000118255615,7315
2025-05-19 10:15:00-04:00,0.8801000118255615,0.8802000284194946,0.8769999742507935,0.8770999908447266,12516
2025-05-19 10:16:00-04:00,0.8770999908447266,0.8804000020027161,0.8770999908447266,0.8799999952316284,17296
2025-05-19 10:17:00-04:00,0.881600022315979,0.8848999738693237,0.8810999989509583,0.883400022983551,27891
2025-05-19 10:18:00-04:00,0.8867999911308289,0.8899999856948853,0.8851000070571899,0.8899999856948853,104435
2025-05-19 10:19:00-04:00,0.8863999843597412,0.8892999887466431,0.8863999843597412,0.88919997215271,28903
2025-05-19 10:20:00-04:00,0.8894000053405762,0.8894000053405762,0.8870999813079834,0.8876000046730042,29485
